Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Entry Level Data Analysts,$55K - $104K (Glassdoor est.),"Want to work for one of the largest automotive manufacturers in the world?
Volt is immediately hiring multiple entry level Data Analysts for a large automotive manufacturer in Fountain Valley. We currently have several openings we are looking to fill.
Great Company culture
Innovative Company and leader in its industry
Strong potential for growth
Ability to learn and advance skills
State of the art cafeteria

As an Analyst, you may be responsible for:
Daily reporting

To qualify you must have:

Pay is $26-30/hr. It also offers a foot in the door of a great organization that has a history of hiring on our top talent. Position will start remote and may require hybrid (2-3 day a week) in the near future.
Only LOCAL CANDIDATES will be considered.


Volt is an Equal Opportunity Employer.",3.5,"Volt Workforce Solutions
3.5","Fountain Valley, CA",10000+ Employees,1950,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
Data Analyst,$55K - $104K (Glassdoor est.),"Grow your career as a Data Analyst with an innovative global bank in Tampa, FL. Long-term contract with excellent growth potential. Will start working remotely until offices reopen, then will be required to be onsite 2-3 days per week. Will be responsible for liaising between business users and technologists to exchange information in a concise, logical and understandable way in coordination with the Technology team. Will drive efficiency in the execution of the technology strategy via excellent communication, analytical problem solving and project management skills.
Responsibilities:
Consult with users and clients to solve complex system issues/problems through in-depth evaluation of business processes, systems and industry standards and recommends solutions.
Support system change processes from requirements through implementation and provide input based on analysis of information.",4.5,"MATRIX Resources
4.5","Tampa, FL",201 to 500 Employees,1983,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Analyst,$55K - $104K (Glassdoor est.),"Benefits currently include but are not limited to:
401k with a 5% match plus an additional 5% that the company contributes on top of the match (10% total). The Health premium is covered at 100%, plus Dental, Vision, 15 days of PTO, 10 sick days, 10 company observed holidays plus a week off from Christmas to New Year
Remote 4 days a week and 1 day in office in Atlanta, GA.
SUMMARY:
We are looking for 2 (two) talented Data Analysts who are passionate about data and insights, are a creative problem solver and want to lead from the front in aligning our data systems with business goals. The successful candidates will have the opportunity to build products that are revolutionary, using the data we have access to and instrumental in implementing the data models that fuel our products around cost, approvals, and fraud. As our next Data Analysts, you will be vital in creating and presenting insightful analytics in the form of dashboards and reports.",3.4,"Lorien
3.4","Atlanta, GA",201 to 500 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Invoice Analyst,$55K - $104K (Glassdoor est.),"Day-to-Day Responsibilities/Workload
Collect and analyze data from a variety of stakeholders/ work management systems and tie invoices submitted in Ariba to work completed in S123 and Fulcrum.
Required Skills:
Data Analytical \\\\n- VlookUp/Excel/Pivot Table\\\\n- Presentation skills\\\\n- Problem solving skills\\\\n-Accuracy and attention to detail
Job Types: Full-time, Contract
Schedule:",4.1,"Cenergy International
4.1","Pomona, CA",51 to 200 Employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Analyst,$55K - $104K (Glassdoor est.),"BEPC has an open position for a Data Analyst in Temp, AZ!
Contract W2 Period: 3 month contract with possibilities for extensions
Pay: $30/hr.

Must be strong in Excel and able to complete V-Lookups
Will be gathering data from a SAP system and Salesforce. Will be marrying: records between the 2 systems
Will be validating the SAP accounts is mapped correctly to Salesforce accounts
Will be pulling reports from Salesforce and refreshing info.

3 month position with possibility of an extension
Hours: 9:00 am to 5:00 pm
Education: HS Diploma /GED is required

BEOCS",3.8,"BEPC Inc
3.8","Tempe, AZ",51 to 200 Employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Analyst,$55K - $104K (Glassdoor est.),"Data Analyst
6 month contract-to-hire
$50-$60/hour, negotiable
Our Fortune 7 Insurance client provides operations, analytical and technology enabled health services across healthcare ecosystem. Payment Integrity & Provider Analytics team is responsible for driving analytical solutions and research to help transform our client's solutions across Payment Integrity, Healthcare Fraud, Waste, Abuse, Provider Network, Provider Operations etc. using Artificial Intelligence, Machine Learning, Big Data and Cloud Processing. Payment Integrity and Provider Operations are two key areas of our business impacting how we pay claims and manage medical costs to pay the right amount for the right service, and how do we become preferred partners for our providers by offering seamless business experience and interactions.",4.0,"Brooksource
4.0",Remote,501 to 1000 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Analyst,$55K - $104K (Glassdoor est.),"PDS Tech, Inc. is seeking a Data Analyst in Tempe, AZ. As a PDS Tech employee, you will be on assignment at Honeywell.

Job Description:
Must be strong in Excel and able to complete V-Lookups
Will be gathering data from a SAP system and Salesforce. Will be “marrying: records between the 2 systems
Will be validating the SAP accounts is mapped correctly to Salesforce accounts
Will be pulling reports from Salesforce and refreshing info.
Will meet with Sales Team Members to verify the information to determine the different options to be sure matched correctly.",3.7,"PDS Tech, Inc.
3.7","Tempe, AZ",5001 to 10000 Employees,1977,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Analyst/Scientist,$55K - $104K (Glassdoor est.),"Position: Data Anlayst
Location: Boston, MA (100% Remote)
Duration: 6 Month Contract-to-Hire (Full-Time/Extension)
Job Description:
Our Healthcare Client based out of Boston is looking to bring in a data scientist to help them use their data to track and optimize patient volume and how this data can be utilized for targeted strategies to position them favorable for further growth. This Data Analyst will help to identify and address constraints that limit patient conversion, retention, as well as opportunities to enhance patient and referring physician experience. The analyst will provide deal support, negotiation modeling, transaction projections, and sensitivity analyses. This role also provides analytics of large datasets to help identify potential partners that DFCI should be approaching for transactions and alliances. As part of this process, the analyst will need to understand and analyze internal clinical and volume data, demographic data, market data, and financial data; including working with large datasets from external organizations such as from CMS the AHA, CHIA, and the Massachusetts All Payer Claims Database. The analyst will query these large datasets to find the appropriate data required and provide recommendations and insights.",4.9,"Medasource
4.9",Remote,501 to 1000 Employees,2000,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Analyst,$55K - $104K (Glassdoor est.),"You will work closely with your team to drive adoption of statistical methods and advanced analytics to drive decision-making for data strategy, data governance, and business applications. Your work will include ad-hoc data analysis and building of metrics and KPIs on business reports and dashboards. As an effective business partner, you can work with all segments and levels of the business to support them in finding actionable insights from their data to achieve the organization’s goals. You will also be involved in the evolution of the Data Analytics and Data Engineering teams into a modern, data science organization.
ESSENTIAL DUTIES AND RESPONSIBILITIES:
· Work with the data engineering teams to craft and promote data governance and data quality dashboards.
· Translate business requirements to actionable insights and recommendations based upon statistically significant results.",4.4,"Ascendo Resources
4.4","Minneapolis, MN",51 to 200 Employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Jr. Data Analyst,$55K - $104K (Glassdoor est.),"Jr Data Analyst
#HR – 12851
Location: REMOTE
Duration: 6 Months+
Job Description/Requirements:
The Enrollment Processing area supports the ongoing servicing of the Benefits products implemented in third party technology solutions.
This position would support all aspects of processing and administration of the electronic exchange and the service of perpetual data files.",4.1,"Client
4.1",Remote,51 to 200 Employees,-1,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD)
Systems Analyst (Data),$55K - $104K (Glassdoor est.),"Job Description

Job Title: Systems Analyst (Data) - W2 Only
Location: Jersey City, NJ

Job Summary:
Responsible for managing project. Will coordinate tasks and resources according to project plan. Scheduling activities and ensuring that milestones are delivered on time and according to project schedule. Overseeing all incoming and outgoing project documentation. Conduct project review and creating detailed progress reports for management team

Responsibilities:
Data Protection & Data Storage

About Matlen Silver

Experience Matters. Let your experience be driven by our experience. For more than 40 years, Matlen Silver has delivered solutions for complex talent and technology needs to Fortune 500 companies and industry leaders. Led by hard work, honesty, and a trusted team of experts, we can say that Matlen Silver technology has created a solutions experience and legacy of success that is the difference in the way the world works.",3.3,"Matlen Silver
3.3","Jersey City, NJ",201 to 500 Employees,1980,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Analyst,$75K - $85K (Employer est.),"CarSaver, a fast-growing automotive technology and marketing company, is looking for a talented Data Analyst to help revolutionize the way the world buys cars.
CarSaver is actively working with multiple Fortune 100 companies to give consumers a fun, fast and easy way to buy, finance and insure their next car. If you have a proven track record and enjoy working in a fast-paced environment that celebrates creativity and demonstrated excellence, CarSaver invites you to apply for this position.
JOB DESCRIPTION:
As the Data Analyst, you will play a VITAL role in the success of our organization. As a key team member, you will be expected to be ORGANIZED, to have a POSITIVE attitude, and to consistently keep our organization flowing smoothly. Those with a mastery of these skills must apply!",3.6,"CarSaver
3.6",Remote,51 to 200 Employees,,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Analyst,$75K - $85K (Employer est.),"CITY OF NEW YORK
DEPARTMENT OF CORRECTION
JOB POSTING NOTICE
Civil Service Title: City Research Scientist Level: II
Title Code No: 21744
Salary: $75,504 - $86,830
Frequency: Annual
Business Title: Data Analyst
75-20 Astoria Blvd
East Elmhurst, NY 11370",2.6,"New York City Department of Correction
2.6","Queens Village, NY",Unknown,-1,Government,-1,-1,Unknown / Non-Applicable
Data Analyst,$75K - $85K (Employer est.),"Company Description

Blend360 is a world class marketing, analytics, and technology company that delivers the best results for our clients. Our primary focus is Data Sciences; leveraging data and applied mathematics to solve our clients’ business challenges. Blend360 is known for our exceptional people, our get-it-done mentality, and delivering high impact and sustainable results. If you love to solve difficult problems and deliver results; if you like to learn new things and apply innovative, state-of-the-art methodology, join us at Blend360.

Job Description

BLEND360 is an award-winning, new breed Data Science Solutions Company focused on powering exceptional results to our Fortune 500 clients. We are a growing company—born at the intersection of advanced analytics, data and technology.",4.7,"Blend360
4.7","Columbia, MD",51 to 200 Employees,2002,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Analyst - SQL and ETL Design,$75K - $85K (Employer est.),"Job Title: Data Analyst - SQL and ETL Design
Location: Menlo Park, CA
Duration: 1 Year

Responsibilities:
Collaborate with growth marketers, program managers, and our central analytics team to gather data and metrics requirements.
Design, build, and maintain automated reporting, dashboards, and ongoing analysis to enable data driven decisions across our team and with partner teams. (e.g. using Tableau, etc.)
Build and optimize ETL processes to run marketing campaigns at scale and automate the campaign reporting
Write high-quality SQL queries to retrieve and analyze data from database tables







IND123",4.5,"Ursus
4.5","Menlo Park, CA",1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Online Data Analyst - United States,$75K - $85K (Employer est.),"Company Info:
We help companies test and improve machine learning models via our global AI Community of 1 million+ annotators and linguists. Our proprietary AI training platform handles all data types (text, images, audio, video and geo) across 500+ languages and dialects. Our AI Data Solutions vastly enhance AI systems across a range of applications from advanced smart products, to better search results, to expanded speech recognition, to more human-like bot interactions and so much more.
Position Open:
The position will allow you to work from home as an Independent Contractor on a flexible schedule of up to 20 hours per week completing tasks in a web-based evaluation tool. The tasks will involve determining the relevance and accuracy of information by performing online research and referring to guidelines provided to you. You will be rating tasks to validate data. You will be helping to authenticate data that will be used in live online search tools and applications by millions of users across the world.",3.8,"TELUS International AI Inc.
3.8","Austin, TX",10000+ Employees,-1,,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Analyst,$75K - $85K (Employer est.),"Tetra Tech is a leading provider of consulting, engineering, and technical services worldwide. Our reputation rests on the technical expertise and dedication of our employees—16,000 people working together across disciplines and time zones to provide smart, sustainable solutions for challenging projects. We are proud to be home to leading technical experts in water, environment, infrastructure, resource management, energy, and international development. Tetra Tech combines the resources of a global, multibillion dollar company with local, client-focused delivery in 400 locations around the world. We offer competitive compensation and benefits and are searching for innovative people to join our teams.
Tetra Tech’s Disaster Recovery Unit is looking for a Data Analyst. This is a non-traveling role, but may develop into a traveling position following mastery of the material.
Responsibilities will include data entry and reconciliation, payroll verification, report development and file organization.",3.6,"Tetra Tech Inc.
3.6","Laplace, LA",10000+ Employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD)
Data Analyst,$75K - $85K (Employer est.),"Why have a job when you can build a career? We are proud to be defined by the excellent service and convenience offered to our members. There are many reasons to work for MIDFLORIDA, which is probably why we were voted one of Florida Trend's ""Best Places to Work."" MIDFLORIDA offers a positive team culture, an open door management style, stability, competitive benefits, and a career path with a growing, successful company! Join us on our mission to improve the financial well-being of our members!
MIDFLORIDA Credit Union is looking for a data-driven problem solver that can discover, manipulate, and extract information from multiple MSSQL and Oracle data sources. The Data Analyst is responsible for delivering high quality, complex, and timely reports to all business units across the organization to support a wide range of initiatives, including performance improvement activities, compliance, regulatory reporting, and organizational strategies.
As a Data Analyst, you will work with business owners and subject matter experts on data requirements and validation, building queries to extract data with Oracle SQL Developer and Microsoft SQL Server Management Studio, and creating and testing reports using Business Objects Web Intelligence. The Data Analyst will enable management to make sound business decisions informed by accurate and reliable information.",3.7,"MIDFLORIDA Credit Union
3.7","Lakeland, FL",1001 to 5000 Employees,1954,Nonprofit Organization,Banks & Credit Unions,Finance,$50 to $100 million (USD)
Data Analyst,$75K - $85K (Employer est.),"Are you looking to be surrounded by smart, open-minded, critical thinkers of all ages and life experiences in your next role? With our client, your disruptive breakthroughs are highly valued and celebrated often. On top of that, you will work with people who respect a healthy work/life balance.

Premier Talent Partners is seeking a Data Analyst to join our Media and Technology client in New York, NY (100% Remote). Our client's editorial production team is in need of a temporary Data Analyst with advanced Excel/Google Sheets experience to compile an inventory of publications by genre, type, etc. This role requires high levels of aptitude with pivot tables, vLookups, and formulas.
-",4.0,"Premier Talent Partners
4.0","New York, NY",51 to 200 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Entry Level SQL/BA/Data Analyst/RPA/CDM/Drug Safety,$75K - $85K (Employer est.),"VForce Infotech - constantly looking for IT Contractors on our W2 who work with our clients.
We are offering Entry level to Mid sr. positons and Training related to
Business Analyst (BA) All Domain.
Data Visualization Expert - Tableau Developer, Power BI Developer
RPA - Robotic Process Automation - Automation Anywhere.
MSSQL Developer - SSIS,SSRS,T-SQL.
Front End Developer Angular.
Pharma Validation
Drug Safety",-1,VForce InfoTech,"Edison, NJ",-1,-1,-1,-1,-1,-1
"Junior Data Analyst - Redding, CA",$75K - $85K (Employer est.),"Job Opening: Junior Fuels Analyst
Responsible to: Data Analyst, Operations Department
Compensation: Hourly, Commensurate to Skills and Experience
Hours: 40 hours per week, Monday through Friday, 8am to 5pm
Location: Redding, CA or Orange County, CA
Benefits: Two weeks paid vacation. Eight paid holidays. Other benefits accrue over first 3-24 months of employment, including additional paid vacation, 401k, 401k matching, no-cost primary medical care membership or cash equivalent, and quarterly profit sharing.",-1,"Maas Energy Works, Inc","Redding, CA",1 to 50 Employees,-1,Company - Private,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable
Data Analyst - Advance Analytics,$75K - $85K (Employer est.),"Job Title: Data Analyst - Advance Analytics
Location: Fremont, CA
Duration: 1 Year

Summary:
The Advanced Analytics team applies quantitative and algorithmic techniques across a broad spectrum of problem sets which inform planning and operations for Facebook's global offices and facilities. Our team works within a larger Analytics & Technology-focused group to deliver innovative insights and solutions for our partners. The ideal candidate has an analytic mindset; has expertise in analytical methods and data storytelling; applies a pragmatic approach to addressing business problems; and enjoys collaborating within a dynamic, global team.

Responsibilities







IND123",4.5,"Ursus
4.5","Fremont, CA",1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Analyst - Entry Level,$75K - $85K (Employer est.),"Allied Personnel Services is seeking candidates for an entry level Data Analyst opening! This is an excellent opportunity for the 2020/2021 Business/Finance grad who is looking to gain experience with a large company. This is a long term opportunity offering $20.00/hr. Hours are full time.
Responsibilities:
collect and organize data
create and maintain spreadsheets
edit, create, maintain presentation data
Candidates for this role must have top notch MS Office skills particularly MS Excel and MS PowerPoint. The ability to prioritize projects, work independently, adhere to detailed instructions, and communicate with those at all levels of the organization is needed.",3.5,"Allied Personnel Services
3.5","Lehigh Valley, PA",1 to 50 Employees,1984,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
MS SQL Data Analyst - Data Modeler,$75K - $85K (Employer est.),"Job Description:
Opportunity to get in on the ground floor of a growing and thriving Software company. Will be a member of a Global Professional Services team.
We deliver automation of the Microsoft SQL Server and AZURE Data platforms for mid-market customers both directly and through our extended partner community.
We are looking for contributors who will enjoy working in a software company with sound benefits, on a self-directed team where learning is encouraged and every individual is valued.
Essential Duties and Responsibilities:
Install and configure software for customers and/or partners.",-1,Merit Staffing,Remote,-1,-1,-1,-1,-1,-1
IT Systems Analyst - Data,$75K - $85K (Employer est.),"IT Systems Analyst - Data
Job Number: 182349

As an IT Systems Analyst you'll be part of the growing Commercial Lines group where our needs to make data driven decisions is growing. Do you thrive in an environment where you get to use a mix of tools to develop data stories that lead to decisions and change? If so, this position is for you! This includes creating and reporting on the health of our systems, offering insights and consultation to observed areas of opportunity and being a voice in our Lean journey.
Must have qualifications
Bachelor's Degree or higher in an Information Technology, or related discipline (e.g., Computer Science, Management Information Systems (MIS), Math, Information Systems) and a minimum of two years of related work experience designing, developing, programming and/or supporting IT Systems and applications.",3.9,"Progressive
3.9","Highland Heights, Cuyahoga, OH",10000+ Employees,1937,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Quantitative Data Analyst - Remote,$75K - $85K (Employer est.),"Quantitative Data Analyst - Remote
Job Number: 182048

As a data analyst you will be responsible for developing and executing predictive models for workgroups in the Claims Specialty Zone. Your predictive models are a crucial input to capacity planning that help execute our claims strategy. In this role you will present to senior leaders across the claims organization, lead analysis that cross multiple business areas, and influence decisions affecting loss adjustment expenses in claims. The predictive models you create will involve gathering and validating data, as well as applying error analysis techniques to improve accuracy. You will also be responsible for developing and measuring key model performance metrics. Open to remote work location.
Must-have qualifications",3.9,"Progressive
3.9","Mayfield Heights, Cuyahoga, OH",10000+ Employees,1937,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Data Analyst I,$75K - $85K (Employer est.),"Location: Remote - U.S.
We give you a world of potential
Computershare has a brand-new position available for a Data Analyst I to join our Loan Boarding team based in our Greenwood Village, CO office.
This is a great opportunity for an experienced individual to join a data analytics team focused on the accurate and efficient transfer of mortgage loan data. Our team is looking to improve processes and leverage individual and team skills to further our productivity and success.
This is a role for somebody who is looking to apply and further develop their data analytic skills and problem solving capabilities with a team to help you in this endeavour.",3.2,"Computershare
3.2","Greenwood Village, CO",10000+ Employees,1978,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD)
Entry Level Data Analysts,$75K - $85K (Employer est.),"Want to work for one of the largest automotive manufacturers in the world?
Volt is immediately hiring multiple entry level Data Analysts for a large automotive manufacturer in Fountain Valley. We currently have several openings we are looking to fill.
Great Company culture
Innovative Company and leader in its industry
Strong potential for growth
Ability to learn and advance skills
State of the art cafeteria

As an Analyst, you may be responsible for:
Daily reporting

To qualify you must have:

Pay is $26-30/hr. It also offers a foot in the door of a great organization that has a history of hiring on our top talent. Position will start remote and may require hybrid (2-3 day a week) in the near future.
Only LOCAL CANDIDATES will be considered.


Volt is an Equal Opportunity Employer.",3.5,"Volt Workforce Solutions
3.5","Fountain Valley, CA",10000+ Employees,1950,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
Data Analyst - VBA - Access - SQL - Excel - PowerBI,$75K - $85K (Employer est.),"Data Analyst
Delray Beach
Hiring Terms: 6 months contract to hire
Compensation: $65,000-$70,000

Vaco is working with a growing real estate investment firm that is expanding their data analytics team! Great culture, team collaboration, leadership, and ability to work on interesting data visualization projects to support accounting data. Technologies you would work with include PowerBI, SQL Server, MS Access, VBA, and MS Excel.

Responsibilities:
Analyze data sources, data flow design, and measure data integrity for data reporting.
Provide application support and perform root-cause analysis.",3.8,"Vaco
3.8","Delray Beach, FL",501 to 1000 Employees,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD)
Data Insight Analyst,$75K - $85K (Employer est.),"US CITIZENSHIP REQUIRED FOR THIS POSITION: Yes

RELOCATION ASSISTANCE: No relocation assistance available

CLEARANCE TYPE: None

TRAVEL: No

Description

Join Northrop Grumman on our continued mission to push the boundaries of possible across land, sea, air, space, and cyberspace. Enjoy a culture where your voice is valued and start contributing to our team of passionate professionals providing real-life solutions to our world’s biggest challenges. We take pride in creating purposeful work and allowing our employees to grow and achieve their goals every day by Defining Possible. With our competitive pay and comprehensive benefits, we have the right opportunities to fit your life and launch your career today.

Northrop Grumman Defense Systems sector (NGDS) is seeking a highly motivated, results oriented

Data Insight Analyst

to join our growing team of diverse professionals as a

full-time teleworker

. This role supports Sector Supplier Quality and Global Supply Chain to develop, analyze, and present actionable data for executive-level decisions.


Develop creative solutions to tough problems in a high-visibility environment

Define and gather requirements

Review data for quality and prepare it for integration and analysis

Develop and build models to meet executive requirements

Create clean and compelling data visualizations to summarize and communicate findings at various organizational levels

Present findings to drive business decisions and long-term strategic organizational planning


Must have a high school diploma or GED with a minimum of 7 years of relevant data management or analytics experience


Bachelor’s degree with a minimum of 3 years of data management or analytics experience

Master’s degree with a minimum of 1 year of data management or analytics experience

Self-motivated and able to effectively work with all levels of the organization

Excellent communication skills

Experience in Tableau visualization software or similar platforms

Proficient in Windows, MS Word, Excel & PowerPoint programs


Proficiency in programming languages such as SQL, Oracle, and Python

Competence and confidence working under pressure on requests with short turn-around times

Excellent attention to detail applied to complex data integration and analysis

Ability to obtain and maintain a security clearance

$61,400.00 - $92,000.00

Employees may be eligible for a discretionary bonus in addition to base

pay

. Annual bonuses are designed to reward individual contributions as well as allow employees to share in company results.

Employees in Vice President or Director positions may be eligible for Long Term Incentives.

In addition, Northrop Grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, Company paid holidays and paid time off (PTO) for vacation and/or personal business.

Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal

Opportunity/Affirmative

Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA and Pay Transparency statement, please visit

http://www.northropgrumman.com/EEO

. U.S. Citizenship is required for most positions.",4.0,"Northrop Grumman
4.0","Fairfax, VA",10000+ Employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Analyst,$75K - $85K (Employer est.),"Grow your career as a Data Analyst with an innovative global bank in Tampa, FL. Long-term contract with excellent growth potential. Will start working remotely until offices reopen, then will be required to be onsite 2-3 days per week. Will be responsible for liaising between business users and technologists to exchange information in a concise, logical and understandable way in coordination with the Technology team. Will drive efficiency in the execution of the technology strategy via excellent communication, analytical problem solving and project management skills.
Responsibilities:
Consult with users and clients to solve complex system issues/problems through in-depth evaluation of business processes, systems and industry standards and recommends solutions.
Support system change processes from requirements through implementation and provide input based on analysis of information.",4.5,"MATRIX Resources
4.5","Tampa, FL",201 to 500 Employees,1983,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Invoice Analyst,$75K - $85K (Employer est.),"Day-to-Day Responsibilities/Workload
Collect and analyze data from a variety of stakeholders/ work management systems and tie invoices submitted in Ariba to work completed in S123 and Fulcrum.
Required Skills:
Data Analytical \\\\n- VlookUp/Excel/Pivot Table\\\\n- Presentation skills\\\\n- Problem solving skills\\\\n-Accuracy and attention to detail
Job Types: Full-time, Contract
Schedule:",4.1,"Cenergy International
4.1","Pomona, CA",51 to 200 Employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Analyst,$75K - $85K (Employer est.),"· Work cross-functionally to understand data and analytical needs based on business priorities and objectives
· Partner with technology teams to build out a best in-class experiences for our suppliers and internal team members
· Be a Subject Matter Expert on the systems and databases that the SE team utilizes – e.g. Salesforce
· Own team scorecards and performance KPI’s to understand efficiencies and opportunities Ability to learn and adapt to frequent changes in a fast-paced environment
· Strong team player with a positive attitude and mindset who partners well",3.9,"DISYS
3.9","Tempe, AZ",1001 to 5000 Employees,1994,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Data Analyst needed ASAP!!,$75K - $85K (Employer est.),"?Evaluating the data that comes in from each department
?Making reports that compile the data into simple and understandable format for the management
?Collect data on a daily basis
?Coordinate with all the other departments of the company
?Make use of the statistics and the programs provided by the company
?Work closely with the senior management and help them make decisions
?Designing efficient data collection techniques specifically for the company
?Preparing reports in the stipulated time
?Check and recheck the data as any mistake on your behalf could magnify even a small mistake
?Great ability with number as you will have to deal with not just simple calculations, but also with complicated algorithms

Qualifications Required for the Job of a Data Analyst
?Bachelor's degree in mathematics, accounting or economics, a master's degree would be an added advantage
?Knowledge of the latest data programs
AppleOne is proud to be an Equal Opportunity Employer. Pursuant to applicable state and municipal Fair Chance Laws and Ordinances, we will consider for employment qualified applicants with arrest and conviction records.

0-1 years",3.8,"AppleOne
3.8","Folsom, CA",1001 to 5000 Employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
Location Data Analyst,$75K - $85K (Employer est.),"Your Job
The Location Data Analyst is responsible for growing and maintaining job location data to improve the job search experience for millions of Indeed job seekers. The Location Data team develops innovative solutions that improve the location accuracy of Indeed’s geographic data. Using data analysis and Geographic Information Systems (GIS) skills, you will work with a variety of geographic data sources to create world-class location services that will power Indeed products. As an ideal candidate for this role, you are a detail-oriented, creative, resourceful and technologically savvy data analyst who lives and breathes spatial data.

Responsibilities
Develop large databases of geographic information
As the world’s number 1 job site*, our mission is to help people get jobs. We strive to cultivate an inclusive and accessible workplace where all people feel comfortable being themselves. We're looking to grow our teams with more people who share our enthusiasm for innovation and creating the best experience for job seekers. *comScore Total Visits, March 2019",4.3,"Indeed
4.3",Remote,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD)
Data Analyst/Scientist,$75K - $85K (Employer est.),"Position: Data Anlayst
Location: Boston, MA (100% Remote)
Duration: 6 Month Contract-to-Hire (Full-Time/Extension)
Job Description:
Our Healthcare Client based out of Boston is looking to bring in a data scientist to help them use their data to track and optimize patient volume and how this data can be utilized for targeted strategies to position them favorable for further growth. This Data Analyst will help to identify and address constraints that limit patient conversion, retention, as well as opportunities to enhance patient and referring physician experience. The analyst will provide deal support, negotiation modeling, transaction projections, and sensitivity analyses. This role also provides analytics of large datasets to help identify potential partners that DFCI should be approaching for transactions and alliances. As part of this process, the analyst will need to understand and analyze internal clinical and volume data, demographic data, market data, and financial data; including working with large datasets from external organizations such as from CMS the AHA, CHIA, and the Massachusetts All Payer Claims Database. The analyst will query these large datasets to find the appropriate data required and provide recommendations and insights.",4.9,"Medasource
4.9",Remote,501 to 1000 Employees,2000,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
"Reporting and Data Analyst (SQL, Tableau, Excel) - FULLY REMOTE - PST hours",$75K - $85K (Employer est.),"Req # 2345
iTalent Digital is seeking a Reporting and Data Analyst, to join our Retail Practice Group. This is an exciting role for the right individual to continue to cultivate your skills and domain expertise.
The individual selected will be instrumental in helping us continue to deliver excellence to our base of marquee retail accounts. You will be joining a family of other SMEs who have also specialized within the retail sector.
You will also interact closely with our iTalent Retail Practice Directors, who will work with you to ensure success.
Job Description:",4.7,"iTalent Digital
4.7",Remote,201 to 500 Employees,2005,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Analyst,$75K - $85K (Employer est.),"Benefits currently include but are not limited to:
401k with a 5% match plus an additional 5% that the company contributes on top of the match (10% total). The Health premium is covered at 100%, plus Dental, Vision, 15 days of PTO, 10 sick days, 10 company observed holidays plus a week off from Christmas to New Year
Remote 4 days a week and 1 day in office in Atlanta, GA.
SUMMARY:
We are looking for 2 (two) talented Data Analysts who are passionate about data and insights, are a creative problem solver and want to lead from the front in aligning our data systems with business goals. The successful candidates will have the opportunity to build products that are revolutionary, using the data we have access to and instrumental in implementing the data models that fuel our products around cost, approvals, and fraud. As our next Data Analysts, you will be vital in creating and presenting insightful analytics in the form of dashboards and reports.",3.4,"Lorien
3.4","Atlanta, GA",201 to 500 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
